elevation,aspect,slope,horizontal_distance_to_hydrology,vertical_distance_to_hydrology,horizontal_distance_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,horizontal_distance_to_fire_points,wilderness_area,soil_type,cover_type
2084,305,21,30,6,1369,157,223,204,696,cache_la_poudre,17,3
2085,266,35,60,32,532,112,230,243,658,cache_la_poudre,10,3
2085,268,23,60,21,525,155,242,223,778,cache_la_poudre,6,3
2085,279,35,120,83,247,104,219,242,150,cache_la_poudre,5,3
2085,295,21,30,13,666,155,229,212,124,cache_la_poudre,4,3
2085,300,29,42,6,785,128,214,220,674,cache_la_poudre,10,3
2086,64,27,182,131,218,233,176,58,95,cache_la_poudre,10,3
2087,280,14,30,9,1224,179,241,201,497,cache_la_poudre,17,3
2087,334,21,212,154,228,168,208,176,679,cache_la_poudre,10,3
2088,232,17,85,24,576,190,253,197,859,cache_la_poudre,6,3
2088,244,35,180,90,362,128,241,233,516,cache_la_poudre,5,3
2088,248,30,108,82,300,143,245,230,256,cache_la_poudre,5,3
2088,282,23,30,12,696,152,235,220,134,cache_la_poudre,10,3
2089,9,19,285,162,319,195,199,137,703,cache_la_poudre,10,3
2089,320,11,150,85,242,191,229,178,594,cache_la_poudre,10,3
2089,356,38,42,21,120,133,145,130,792,cache_la_poudre,10,3
2090,0,29,201,82,309,165,173,134,190,cache_la_poudre,5,3
2091,5,30,30,16,607,167,167,124,552,cache_la_poudre,10,3
2091,299,30,108,55,618,122,213,223,573,cache_la_poudre,10,3
2092,150,28,67,28,649,243,225,91,900,cache_la_poudre,2,3
2092,336,37,60,-6,443,115,163,171,451,cache_la_poudre,10,3
2093,274,18,210,48,216,168,241,212,834,cache_la_poudre,1,3
2094,45,17,404,86,510,222,200,106,365,cache_la_poudre,5,3
2094,52,31,212,85,350,218,156,49,351,cache_la_poudre,6,3
2095,296,34,95,18,150,109,208,229,725,cache_la_poudre,10,3
2095,314,32,108,62,576,119,196,208,541,cache_la_poudre,10,3
2097,29,25,212,132,247,203,178,100,124,cache_la_poudre,10,3
2097,223,30,30,9,1064,168,252,205,324,cache_la_poudre,1,3
2097,346,24,175,93,216,166,194,161,607,cache_la_poudre,10,3
2097,347,16,300,170,324,187,212,162,708,cache_la_poudre,10,3
2098,24,36,430,137,485,177,141,77,283,cache_la_poudre,5,3
2098,84,16,30,-22,485,241,211,95,677,cache_la_poudre,1,3
2099,39,30,484,138,552,206,159,69,297,cache_la_poudre,5,3
2099,260,19,127,71,362,171,247,212,594,cache_la_poudre,1,3
2099,340,21,342,-11,402,172,205,170,659,cache_la_poudre,10,3
2100,290,23,212,82,277,151,230,217,469,cache_la_poudre,10,3
2100,355,36,67,28,912,138,151,133,636,cache_la_poudre,10,3
2101,52,31,85,33,162,218,156,49,484,cache_la_poudre,10,3
2101,326,28,60,6,272,141,197,190,589,cache_la_poudre,10,3
2102,70,24,162,74,295,238,187,68,598,cache_la_poudre,1,3
2102,287,26,60,30,693,139,228,224,162,cache_la_poudre,10,3
2103,38,22,134,51,1064,213,185,97,466,cache_la_poudre,1,3
2103,202,18,124,39,458,209,253,173,725,cache_la_poudre,6,3
2103,279,27,0,0,598,136,231,230,618,cache_la_poudre,10,3
2103,315,10,361,108,450,193,232,178,319,cache_la_poudre,5,3
2103,347,11,391,95,499,200,223,161,313,cache_la_poudre,5,3
2104,27,39,108,46,150,175,130,63,793,cache_la_poudre,10,3
2104,136,34,150,91,421,248,204,52,451,cache_la_poudre,6,3
2104,247,29,150,58,170,147,246,227,882,cache_la_poudre,1,3
2104,319,33,134,67,511,119,190,201,480,cache_la_poudre,10,3
2105,127,26,362,148,408,252,213,72,408,cache_la_poudre,1,3
2105,259,37,150,97,242,110,231,244,108,cache_la_poudre,5,3
2105,276,30,60,41,480,126,230,235,309,cache_la_poudre,10,3
2106,12,37,192,89,258,159,142,99,488,cache_la_poudre,10,3
2107,155,41,120,88,470,229,205,63,285,cache_la_poudre,1,3
2107,211,30,218,90,524,181,251,188,408,cache_la_poudre,1,3
2107,251,29,306,109,457,144,245,229,684,cache_la_poudre,5,3
2107,302,21,247,104,306,158,225,206,700,cache_la_poudre,1,3
2108,78,21,446,209,450,242,198,77,992,cache_la_poudre,5,3
2108,303,25,30,6,1318,142,218,212,932,cache_la_poudre,17,3
2108,309,45,295,221,285,66,167,219,67,cache_la_poudre,10,3
2108,343,25,162,96,212,162,194,165,591,cache_la_poudre,10,3
2109,13,24,95,-1,488,190,184,124,633,cache_la_poudre,10,3
2109,78,33,30,-1,402,241,161,24,765,cache_la_poudre,1,3
2110,30,34,408,149,446,187,145,71,295,cache_la_poudre,5,3
2110,61,28,170,0,404,229,171,56,759,cache_la_poudre,1,3
2110,234,8,124,82,313,206,248,179,636,cache_la_poudre,1,3
2110,258,29,212,61,234,139,242,233,853,cache_la_poudre,1,3
2110,312,30,67,46,570,126,202,209,247,cache_la_poudre,10,3
2111,37,32,323,60,384,200,152,66,437,cache_la_poudre,10,3
2111,43,28,192,72,648,212,166,72,750,cache_la_poudre,6,3
2111,348,12,0,0,576,198,221,161,430,cache_la_poudre,14,3
2112,61,33,255,97,570,226,154,35,618,cache_la_poudre,6,3
2112,230,32,60,28,1126,154,249,216,384,cache_la_poudre,1,3
2113,273,34,90,55,1003,114,227,241,306,cache_la_poudre,10,3
2113,296,14,0,0,872,180,235,195,283,cache_la_poudre,4,3
2113,301,22,95,54,966,154,225,209,300,cache_la_poudre,10,3
2113,303,32,42,17,1354,116,205,221,904,cache_la_poudre,17,3
2113,327,23,60,18,351,158,207,185,514,cache_la_poudre,10,3
2114,257,33,212,116,379,127,238,238,511,cache_la_poudre,5,3
2115,8,21,42,12,1353,191,193,135,878,cache_la_poudre,17,3
2115,14,40,85,47,150,153,128,86,778,cache_la_poudre,10,3
2115,20,27,335,100,537,190,172,106,541,cache_la_poudre,6,3
2115,266,28,180,82,350,138,238,232,418,cache_la_poudre,1,3
2115,315,21,255,97,319,161,218,196,426,cache_la_poudre,10,3
2116,5,24,108,61,990,182,186,134,330,cache_la_poudre,10,3
2116,244,31,90,32,1168,142,246,228,426,cache_la_poudre,1,3
2116,252,32,218,118,371,132,241,235,488,cache_la_poudre,5,3
2117,331,30,30,15,1260,135,187,183,983,cache_la_poudre,17,3
2118,14,33,283,67,382,171,153,102,400,cache_la_poudre,10,3
2118,19,20,124,11,518,201,194,124,603,cache_la_poudre,10,3
2118,136,29,376,161,418,250,214,70,379,cache_la_poudre,1,3
2118,328,17,319,113,366,175,217,180,601,cache_la_poudre,10,3
2118,342,32,30,19,902,138,174,164,242,cache_la_poudre,4,3
2120,71,36,277,105,570,233,149,16,604,cache_la_poudre,6,3
2120,335,20,228,116,390,171,209,175,525,cache_la_poudre,10,3
2121,43,30,150,10,424,210,161,67,787,cache_la_poudre,1,3
2121,313,30,85,43,1422,126,201,208,735,cache_la_poudre,10,3
2121,315,18,85,33,379,169,222,192,484,cache_la_poudre,10,3
2121,337,34,277,231,306,125,170,171,124,cache_la_poudre,10,3
2122,68,34,108,75,1050,232,153,25,424,cache_la_poudre,1,3
2122,89,30,541,161,618,248,178,36,324,cache_la_poudre,5,3
2122,312,12,0,0,900,187,231,184,324,cache_la_poudre,4,3
2122,352,19,162,92,395,182,203,156,433,cache_la_poudre,10,3
2124,186,31,228,105,582,207,243,146,300,cache_la_poudre,1,3
2125,48,6,0,0,932,222,227,140,601,cache_la_poudre,14,3
2126,120,33,277,186,301,254,193,38,342,cache_la_poudre,1,3
2126,237,34,240,128,418,142,246,224,553,cache_la_poudre,5,3
2126,260,34,120,42,1233,121,235,240,492,cache_la_poudre,1,3
2126,282,31,95,50,751,122,225,234,216,cache_la_poudre,10,3
2126,283,33,277,225,300,112,220,238,256,cache_la_poudre,10,3
2126,291,18,268,119,323,167,234,206,661,cache_la_poudre,1,3
2126,295,23,108,61,630,148,226,215,240,cache_la_poudre,10,3
2126,359,33,300,161,366,152,160,131,270,cache_la_poudre,10,3
2127,331,39,67,50,180,103,162,181,713,cache_la_poudre,10,3
2128,267,32,192,49,636,124,234,239,532,cache_la_poudre,10,3
2128,351,37,30,19,600,131,153,143,402,cache_la_poudre,10,3
2129,294,34,67,34,765,107,209,232,631,cache_la_poudre,10,3
2129,337,32,170,86,212,133,178,173,767,cache_la_poudre,10,3
2129,340,25,0,0,1082,159,194,169,418,cache_la_poudre,4,3
2129,353,21,309,126,351,179,198,154,573,cache_la_poudre,10,3
2130,38,32,242,121,430,203,154,66,437,cache_la_poudre,6,3
2130,352,33,90,55,666,143,163,145,497,cache_la_poudre,10,3
2131,26,10,218,101,382,215,218,138,365,cache_la_poudre,10,3
2132,97,28,30,21,443,251,187,44,742,cache_la_poudre,1,3
2132,170,21,30,7,426,230,244,136,457,cache_la_poudre,1,3
2132,296,40,85,53,270,84,195,234,607,cache_la_poudre,10,3
2133,298,32,297,224,319,115,210,226,285,cache_la_poudre,10,3
2133,307,46,270,111,295,61,167,222,95,cache_la_poudre,10,3
2135,34,30,127,14,446,200,161,79,816,cache_la_poudre,1,3
2135,163,25,153,71,573,234,237,118,979,cache_la_poudre,2,3
2135,288,13,256,129,335,184,238,194,642,cache_la_poudre,1,3
2135,292,37,90,58,192,93,203,236,671,cache_la_poudre,10,3
2136,254,16,216,72,560,181,249,205,949,cache_la_poudre,5,3
2137,76,32,330,-24,591,239,161,0,598,cache_la_poudre,6,3
2137,303,21,361,133,408,156,224,207,601,cache_la_poudre,10,3
2138,6,19,30,4,973,194,201,141,633,cache_la_poudre,14,3
2138,83,27,437,178,485,245,182,49,421,cache_la_poudre,1,3
2138,314,44,240,116,283,70,164,211,120,cache_la_poudre,10,3
2138,316,18,30,9,1276,170,222,191,618,cache_la_poudre,4,3
2138,329,20,277,17,484,168,212,181,752,cache_la_poudre,10,3
2139,197,31,277,123,541,194,247,166,376,cache_la_poudre,1,3
2139,225,11,170,44,360,206,250,181,865,cache_la_poudre,2,3
2140,21,32,201,88,1126,181,154,92,457,cache_la_poudre,10,3
2140,32,31,108,65,661,195,156,78,474,cache_la_poudre,10,3
2140,185,21,30,12,376,219,249,153,499,cache_la_poudre,1,3
2140,242,27,201,138,300,158,250,221,42,cache_la_poudre,5,3
2140,299,35,124,67,1326,104,203,228,592,cache_la_poudre,10,3
2141,256,32,150,57,1276,128,239,237,534,cache_la_poudre,1,3
2142,1,22,0,0,1092,184,194,143,430,cache_la_poudre,10,3
2142,26,25,30,12,1142,199,177,103,1471,cache_la_poudre,10,3
2142,275,23,242,127,309,151,238,223,470,cache_la_poudre,10,3
2142,313,24,60,22,1159,150,214,201,497,cache_la_poudre,10,3
2143,247,34,256,145,395,132,242,233,488,cache_la_poudre,5,3
2143,342,20,324,-17,484,175,206,167,579,cache_la_poudre,10,3
2145,333,34,108,25,1140,124,175,178,1121,cache_la_poudre,10,3
2145,349,47,60,36,684,93,118,133,541,cache_la_poudre,10,3
2146,37,28,457,189,495,207,167,80,350,cache_la_poudre,5,3
2146,93,22,42,25,458,248,200,70,750,cache_la_poudre,1,3
2147,63,36,297,120,661,225,143,0,711,cache_la_poudre,6,3
2147,332,16,240,83,474,182,218,175,485,cache_la_poudre,10,3
2148,13,36,67,24,932,161,143,98,713,cache_la_poudre,10,3
2148,51,35,268,90,735,212,142,35,824,cache_la_poudre,6,3
2148,337,38,42,25,390,114,161,170,560,cache_la_poudre,10,3
2149,28,27,30,14,1358,199,172,97,1366,cache_la_poudre,10,3
2149,219,30,190,130,390,172,251,200,212,cache_la_poudre,1,3
2149,289,31,319,248,342,119,219,232,277,cache_la_poudre,10,3
2150,36,30,216,81,272,203,160,75,708,cache_la_poudre,10,3
2150,36,30,42,20,1158,202,160,75,1465,cache_la_poudre,10,3
2150,300,39,85,67,240,88,193,230,646,cache_la_poudre,10,3
2151,322,29,150,78,1466,135,197,196,759,cache_la_poudre,10,3
2151,351,20,30,5,1436,181,203,157,782,cache_la_poudre,4,3
2153,24,32,339,85,362,185,154,88,743,cache_la_poudre,10,3
2153,88,23,553,151,655,247,195,64,366,cache_la_poudre,5,3
2153,167,25,67,17,240,231,240,125,518,cache_la_poudre,1,3
2153,344,19,300,89,497,178,206,165,541,cache_la_poudre,10,3
2154,32,33,90,37,1142,193,150,71,1138,cache_la_poudre,10,3
2154,345,18,42,9,949,181,208,164,797,cache_la_poudre,10,3
2155,62,17,108,21,1329,232,202,95,351,cache_la_poudre,3,3
2155,303,8,0,0,953,197,236,179,819,cache_la_poudre,14,3
2155,309,29,170,82,660,130,207,211,301,cache_la_poudre,10,3
2156,297,25,153,92,543,143,223,216,371,cache_la_poudre,10,3
2157,78,16,560,155,664,239,208,94,362,cache_la_poudre,5,3
2157,166,28,153,76,514,230,235,116,540,cache_la_poudre,6,3
2158,28,39,95,55,957,175,128,61,684,cache_la_poudre,10,3
2159,70,10,0,0,376,231,221,123,474,cache_la_poudre,2,3
2159,289,36,134,64,330,99,209,237,552,cache_la_poudre,10,3
2160,28,35,309,211,339,184,144,74,242,cache_la_poudre,10,3
2161,18,18,162,103,1126,204,201,129,402,cache_la_poudre,1,3
2161,113,32,458,142,524,254,188,34,390,cache_la_poudre,1,3
2161,192,30,313,145,514,203,247,158,390,cache_la_poudre,1,3
2161,313,30,283,149,339,128,203,208,474,cache_la_poudre,10,3
2162,86,18,30,8,150,244,207,86,646,cache_la_poudre,1,3
2163,286,27,350,110,408,136,228,226,400,cache_la_poudre,10,3
2164,38,32,67,34,1132,202,153,66,1495,cache_la_poudre,10,3
2165,331,36,134,43,1110,115,172,183,1150,cache_la_poudre,10,3
2166,253,35,180,82,1273,122,238,239,531,cache_la_poudre,1,3
2166,281,33,324,280,350,112,221,238,242,cache_la_poudre,10,3
2166,341,29,323,157,366,148,184,167,488,cache_la_poudre,10,3
2167,54,12,201,94,350,227,213,117,607,cache_la_poudre,10,3
2167,105,23,60,18,182,251,205,69,541,cache_la_poudre,1,3
2167,325,19,60,8,983,169,216,185,849,cache_la_poudre,10,3
2167,350,25,90,37,937,165,188,155,591,cache_la_poudre,10,3
2168,161,35,272,149,514,229,223,93,216,cache_la_poudre,1,3
2169,328,41,42,37,268,91,157,185,524,cache_la_poudre,10,3
2170,266,33,182,93,277,118,232,241,691,cache_la_poudre,1,3
2171,43,27,30,19,1020,214,171,76,430,cache_la_poudre,10,3
2171,354,28,350,166,391,161,178,147,484,cache_la_poudre,10,3
2171,356,20,0,0,1130,184,201,151,480,cache_la_poudre,10,3
2172,146,28,42,21,1466,245,222,85,240,cache_la_poudre,3,3
2172,164,22,182,91,518,234,240,125,541,cache_la_poudre,6,3
2172,334,17,212,108,553,178,215,175,430,cache_la_poudre,10,3
2172,346,10,67,30,1158,200,223,162,495,cache_la_poudre,10,3
2173,84,13,0,0,124,238,218,108,655,cache_la_poudre,10,3
2174,199,32,309,155,577,192,247,169,323,cache_la_poudre,1,3
2174,322,30,309,167,361,132,195,196,466,cache_la_poudre,10,3
2174,334,31,85,31,1022,135,183,178,742,cache_la_poudre,10,3
2175,335,25,268,14,551,155,197,177,589,cache_la_poudre,10,3
2176,307,26,424,165,485,141,215,210,514,cache_la_poudre,10,3
2177,1,23,95,38,1026,182,191,142,664,cache_la_poudre,10,3
2177,140,7,210,96,582,231,238,140,603,cache_la_poudre,6,3
2177,278,32,324,162,391,118,225,238,390,cache_la_poudre,10,3
2177,321,36,42,26,1256,106,179,199,1471,cache_la_poudre,10,3
2178,97,20,228,83,433,248,208,80,685,cache_la_poudre,10,3
2178,235,10,67,1,255,204,249,182,446,cache_la_poudre,2,3
2178,238,24,525,134,566,168,252,214,953,cache_la_poudre,1,3
2178,284,33,210,94,1350,113,220,237,618,cache_la_poudre,10,3
2179,99,39,424,-110,485,250,158,0,484,cache_la_poudre,1,3
2179,285,24,30,12,1048,147,232,221,566,cache_la_poudre,14,3
2180,67,14,242,85,408,233,211,106,658,cache_la_poudre,10,3
2180,92,32,295,8,636,250,174,28,648,cache_la_poudre,6,3
2180,115,27,67,31,153,254,202,56,540,cache_la_poudre,1,3
2180,252,40,67,50,644,106,231,243,684,cache_la_poudre,10,3
2180,275,30,124,40,870,126,230,236,384,cache_la_poudre,1,3
2180,336,25,242,19,566,155,196,175,618,cache_la_poudre,10,3
2180,353,40,511,23,618,124,141,133,859,cache_la_poudre,10,3
2181,84,37,408,-108,510,242,152,0,499,cache_la_poudre,1,3
2181,300,36,124,85,1310,98,198,228,972,cache_la_poudre,10,3
2181,335,25,85,30,1442,156,198,176,819,cache_la_poudre,10,3
2182,321,29,212,105,663,134,198,197,361,cache_la_poudre,10,3
2182,336,37,134,73,730,115,163,171,458,cache_la_poudre,10,3
2183,12,28,218,132,426,181,172,117,306,cache_la_poudre,10,3
2183,66,29,85,43,534,233,168,47,752,cache_la_poudre,1,3
2184,40,36,342,219,382,198,138,48,256,cache_la_poudre,10,3
2184,287,34,182,105,1440,109,216,236,711,cache_la_poudre,10,3
2184,322,20,85,29,1034,166,216,188,799,cache_la_poudre,10,3
2184,341,41,60,35,295,106,147,158,497,cache_la_poudre,10,3
2185,53,24,170,21,459,225,181,76,926,cache_la_poudre,10,3
2185,236,24,30,16,1205,171,252,211,836,cache_la_poudre,10,3
2185,358,38,330,168,426,137,145,125,319,cache_la_poudre,10,3
2186,166,30,95,14,752,230,234,113,780,cache_la_poudre,6,3
2186,331,30,42,26,713,135,187,183,1614,cache_la_poudre,10,3
2187,72,20,216,45,1410,238,196,80,277,cache_la_poudre,3,3
2187,72,37,319,148,722,232,142,8,778,cache_la_poudre,6,3
2187,150,30,150,25,696,242,222,86,721,cache_la_poudre,6,3
2187,261,37,67,45,774,108,230,245,624,cache_la_poudre,10,3
2187,305,32,283,134,467,118,205,218,495,cache_la_poudre,10,3
2187,332,24,256,26,577,156,202,180,582,cache_la_poudre,10,3
2187,342,38,108,77,421,116,155,160,495,cache_la_poudre,10,3
2187,344,21,170,26,573,173,202,164,706,cache_la_poudre,10,3
2188,90,23,218,93,525,248,196,64,780,cache_la_poudre,1,3
2188,317,28,42,20,1072,136,203,201,674,cache_la_poudre,10,3
2188,356,32,180,116,67,152,166,139,457,cache_la_poudre,10,3
2189,121,26,85,35,840,253,208,64,888,cache_la_poudre,5,3
2189,181,22,60,14,313,221,248,148,424,cache_la_poudre,1,3
2190,56,32,234,50,666,221,154,41,454,cache_la_poudre,10,3
2191,11,33,90,38,1343,166,155,109,1101,cache_la_poudre,10,3
2191,36,25,192,52,636,209,177,91,1637,cache_la_poudre,10,3
2191,118,23,150,12,228,252,211,74,417,cache_la_poudre,1,3
2191,279,32,190,106,1465,116,224,238,738,cache_la_poudre,10,3
2191,346,26,350,155,470,161,190,161,323,cache_la_poudre,10,3
2192,339,30,67,43,702,142,181,169,1635,cache_la_poudre,10,3
2192,347,29,150,87,541,152,180,157,330,cache_la_poudre,10,3
2195,281,28,350,188,417,134,229,230,379,cache_la_poudre,10,3
2195,306,30,90,37,1295,124,207,216,636,cache_la_poudre,10,3
2196,7,24,150,64,967,183,184,130,1585,cache_la_poudre,10,3
2196,68,17,228,54,1438,235,204,95,255,cache_la_poudre,3,3
2196,337,28,153,84,768,149,190,174,384,cache_la_poudre,10,3
2197,124,9,134,9,134,235,234,130,324,cache_la_poudre,2,3
2197,321,27,90,44,1073,141,202,196,732,cache_la_poudre,10,3
2197,351,33,0,0,752,145,167,148,594,cache_la_poudre,10,3
2198,275,38,255,77,576,93,216,247,446,cache_la_poudre,10,3
2199,324,31,190,89,1050,130,192,194,1208,cache_la_poudre,10,3
2199,342,36,108,52,1045,124,163,162,735,cache_la_poudre,10,3
2200,29,34,95,57,1182,187,147,75,1481,cache_la_poudre,10,3
2200,79,16,247,105,541,240,209,95,792,cache_la_poudre,1,3
2200,297,25,212,78,751,144,223,216,351,cache_la_poudre,10,3
2200,321,20,60,20,1224,164,216,190,571,cache_la_poudre,10,3
2201,29,27,242,150,469,199,170,93,285,cache_la_poudre,10,3
2202,18,33,400,151,534,175,153,96,408,cache_la_poudre,10,3
2202,26,36,95,58,1291,179,138,71,1383,cache_la_poudre,10,3
2203,162,31,124,31,755,232,230,104,781,cache_la_poudre,6,3
2203,278,38,67,29,787,93,215,246,638,cache_la_poudre,10,3
2205,20,31,90,49,1315,181,157,96,1044,cache_la_poudre,10,3
2205,27,26,0,0,480,198,173,98,532,cache_la_poudre,10,3
2206,139,33,67,26,1638,248,208,59,67,cache_la_poudre,3,3
2206,331,35,255,119,450,118,173,182,458,cache_la_poudre,10,3
2206,332,14,300,134,0,188,222,173,350,cache_la_poudre,2,3
2207,106,37,309,22,674,252,170,10,684,cache_la_poudre,6,3
2207,108,15,242,58,85,245,221,101,400,cache_la_poudre,2,3
2207,314,30,0,0,400,129,202,206,376,cache_la_poudre,10,3
2207,338,22,124,45,1332,168,204,172,957,cache_la_poudre,10,3
2208,15,33,283,154,722,171,152,100,391,cache_la_poudre,10,3
2208,351,10,30,-15,1482,203,224,159,957,cache_la_poudre,10,3
2208,351,26,376,253,417,164,185,152,268,cache_la_poudre,10,3
2210,84,25,150,61,95,246,189,57,484,cache_la_poudre,1,3
2210,275,27,402,150,433,137,234,231,301,cache_la_poudre,10,3
2210,355,24,162,49,636,174,191,149,666,cache_la_poudre,10,3
2211,293,39,60,37,807,86,199,237,658,cache_la_poudre,10,3
2211,325,26,277,140,700,145,201,190,424,cache_la_poudre,10,3
2212,28,36,108,68,1307,181,138,69,1354,cache_la_poudre,10,3
2212,65,27,216,132,201,233,175,57,469,cache_la_poudre,2,3
2212,87,10,218,15,108,236,223,118,285,cache_la_poudre,2,3
2212,296,12,240,140,42,185,236,191,450,cache_la_poudre,2,3
2212,329,26,297,169,339,150,200,185,787,cache_la_poudre,10,3
2212,358,23,90,22,984,179,192,145,323,cache_la_poudre,10,3
2213,6,28,0,0,780,173,173,127,573,cache_la_poudre,10,3
2214,49,9,212,26,170,224,221,131,351,cache_la_poudre,2,3
2214,54,20,309,72,525,227,194,92,376,cache_la_poudre,6,3
2214,345,37,120,61,1383,123,156,154,1167,cache_la_poudre,10,3
2215,285,19,30,8,404,162,236,212,1284,cache_la_poudre,10,3
2215,330,30,150,65,1101,135,189,185,768,cache_la_poudre,10,3
2215,343,30,108,66,664,147,181,164,1634,cache_la_poudre,10,3
2216,283,18,0,0,726,168,238,209,1602,cache_la_poudre,4,3
2216,297,22,42,0,1433,152,227,212,1008,cache_la_poudre,10,3
2217,313,21,30,16,1236,159,219,198,607,cache_la_poudre,10,3
2218,30,34,124,75,1158,188,145,70,1511,cache_la_poudre,10,3
2218,265,27,277,80,690,143,240,230,1554,cache_la_poudre,1,3
2218,268,25,339,170,382,149,240,226,828,cache_la_poudre,10,3
2218,296,27,240,145,1425,133,220,221,716,cache_la_poudre,10,3
2219,41,23,228,68,1505,216,183,91,192,cache_la_poudre,3,3
2219,305,24,242,174,430,146,219,209,212,cache_la_poudre,10,3
2219,334,14,270,135,1209,187,221,172,558,cache_la_poudre,6,3
2220,322,29,180,108,774,136,197,195,342,cache_la_poudre,10,3
2220,325,26,300,156,706,146,201,189,454,cache_la_poudre,10,3
2221,79,33,242,159,180,241,160,22,268,cache_la_poudre,1,3
2221,141,33,201,49,706,247,209,62,726,cache_la_poudre,6,3
2222,54,32,350,24,720,220,155,46,731,cache_la_poudre,6,3
2222,305,24,258,100,755,148,220,209,408,cache_la_poudre,10,3
2222,332,33,60,15,1498,125,178,181,955,cache_la_poudre,10,3
2222,358,46,481,65,642,110,114,111,847,cache_la_poudre,10,3
2223,4,32,0,0,510,161,160,123,541,cache_la_poudre,10,3
2223,5,26,67,25,872,177,179,131,330,cache_la_poudre,10,3
2223,96,10,268,87,85,236,226,121,301,cache_la_poudre,2,3
2223,296,27,95,57,1120,133,220,221,642,cache_la_poudre,10,3
2223,331,25,240,62,658,154,201,181,571,cache_la_poudre,10,3
2224,3,42,488,67,607,129,126,107,792,cache_la_poudre,10,3
2224,10,11,339,165,509,209,219,147,331,cache_la_poudre,2,3
2225,216,26,30,11,1065,185,254,193,618,cache_la_poudre,1,3
2225,303,34,124,135,295,107,200,222,566,cache_la_poudre,10,3
2226,335,25,30,18,390,155,197,177,1224,cache_la_poudre,10,3
2226,347,26,30,8,402,162,189,159,1134,cache_la_poudre,16,3
2227,300,25,60,28,808,142,221,215,1518,cache_la_poudre,10,3
2227,320,27,42,16,841,142,204,197,277,cache_la_poudre,10,3
2228,276,36,192,110,576,101,219,244,607,cache_la_poudre,10,3
2228,345,11,0,0,497,198,222,163,1832,cache_la_poudre,4,3
2228,346,32,212,120,589,143,172,156,272,cache_la_poudre,10,3
2229,50,36,175,97,1032,210,139,34,1571,cache_la_poudre,10,3
2229,282,16,301,157,67,175,240,204,446,cache_la_poudre,2,3
2230,346,30,30,15,390,148,178,159,1158,cache_la_poudre,10,3
2231,343,21,30,-2,408,173,204,166,1068,cache_la_poudre,10,3
2232,78,30,323,34,713,242,170,36,721,cache_la_poudre,6,3
2232,246,8,309,165,534,205,246,179,247,cache_la_poudre,2,3
2232,294,27,384,129,531,133,221,222,451,cache_la_poudre,10,3
2232,333,19,30,12,870,173,212,176,313,cache_la_poudre,10,3
2232,346,35,90,35,1544,132,162,154,942,cache_la_poudre,10,3
2232,349,23,134,-33,819,171,195,158,384,cache_la_poudre,10,3
2233,40,36,404,268,446,198,139,50,309,cache_la_poudre,10,3
2233,212,29,90,46,997,182,252,190,553,cache_la_poudre,1,3
2233,229,35,541,-96,595,146,246,216,890,cache_la_poudre,1,3
2234,326,23,212,62,1176,156,207,187,1116,cache_la_poudre,10,3
2235,317,32,192,79,1132,120,194,205,780,cache_la_poudre,10,3
2236,105,17,30,9,806,247,216,91,400,cache_la_poudre,14,3
2236,345,30,30,20,376,146,177,159,1182,cache_la_poudre,10,3
2237,21,25,0,0,1299,195,178,109,663,cache_la_poudre,10,3
2237,319,25,127,74,618,147,208,197,1570,cache_la_poudre,10,3
2238,298,21,234,54,1050,157,228,209,1266,cache_la_poudre,10,3
2239,47,39,192,82,924,202,129,0,1523,cache_la_poudre,10,3
2239,81,28,268,177,150,244,179,46,295,cache_la_poudre,2,3
2240,15,20,60,15,541,198,195,129,1818,cache_la_poudre,10,3
2240,34,24,210,85,1544,209,180,96,150,cache_la_poudre,10,3
2240,316,32,134,133,323,121,195,205,541,cache_la_poudre,10,3
2240,348,19,297,110,582,180,205,161,540,cache_la_poudre,10,3
2241,331,36,190,116,914,114,170,181,446,cache_la_poudre,10,3
2241,337,19,300,157,1224,174,210,173,618,cache_la_poudre,6,3
2242,12,40,124,81,711,149,127,89,566,cache_la_poudre,10,3
2242,317,23,210,130,782,154,214,197,300,cache_la_poudre,10,3
2242,357,35,450,85,684,146,157,133,864,cache_la_poudre,10,3
2243,20,37,150,95,1298,169,138,82,1332,cache_la_poudre,10,3
2243,325,29,124,42,1170,136,195,192,569,cache_la_poudre,10,3
2244,22,24,295,108,1279,198,182,111,700,cache_la_poudre,10,3
2244,305,17,268,91,1153,171,229,197,691,cache_la_poudre,6,3
2244,308,27,335,203,404,135,211,210,764,cache_la_poudre,10,3
2245,10,32,509,162,560,169,159,112,618,cache_la_poudre,10,3
2245,302,23,446,106,450,150,222,210,1747,cache_la_poudre,10,3
2246,298,18,323,155,510,167,231,203,323,cache_la_poudre,10,3
2246,321,26,323,85,750,145,205,195,518,cache_la_poudre,10,3
2247,25,14,228,73,618,212,208,130,469,cache_la_poudre,6,3
2247,98,27,42,19,1567,252,191,49,285,cache_la_poudre,3,3
2247,296,24,134,70,511,144,224,216,1380,cache_la_poudre,10,3
2247,335,16,418,40,390,181,216,173,1664,cache_la_poudre,10,3
2248,270,27,134,74,722,139,237,231,573,cache_la_poudre,6,3
2248,303,31,95,37,1342,120,208,220,691,cache_la_poudre,10,3
2248,333,31,120,12,1376,133,183,180,864,cache_la_poudre,10,3
