elevation,aspect,slope,horizontal_distance_to_hydrology,vertical_distance_to_hydrology,horizontal_distance_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,horizontal_distance_to_fire_points,wilderness_area,soil_type,cover_type
2226,30,20,361,84,480,210,194,113,1692,cache_la_poudre,10,3
2226,46,33,258,65,730,209,151,53,400,cache_la_poudre,10,3
2226,165,35,134,28,789,226,226,100,812,cache_la_poudre,6,3
2226,244,36,108,50,716,127,241,233,721,cache_la_poudre,10,3
2226,304,23,342,123,534,152,222,208,480,cache_la_poudre,10,3
2226,320,29,42,20,830,132,197,198,283,cache_la_poudre,10,3
2226,328,22,182,69,1318,160,208,184,939,cache_la_poudre,10,3
2226,333,14,390,52,450,188,222,172,300,cache_la_poudre,6,3
2226,335,25,30,18,390,155,197,177,1224,cache_la_poudre,10,3
2226,347,26,30,8,402,162,189,159,1134,cache_la_poudre,16,3
2226,352,42,480,69,671,115,135,133,902,cache_la_poudre,10,3
2227,11,35,277,164,751,160,146,104,360,cache_la_poudre,10,3
2227,170,5,150,43,277,224,242,153,324,cache_la_poudre,2,3
2227,282,35,277,143,1341,105,218,240,703,cache_la_poudre,10,3
2227,300,25,60,28,808,142,221,215,1518,cache_la_poudre,10,3
2227,320,27,42,16,841,142,204,197,277,cache_la_poudre,10,3
2228,57,27,268,158,170,227,174,64,424,cache_la_poudre,2,3
2228,93,30,30,14,1471,250,178,33,774,cache_la_poudre,4,3
2228,95,39,365,-61,541,248,154,0,495,cache_la_poudre,1,3
2228,238,29,182,151,324,156,250,220,600,cache_la_poudre,1,3
2228,276,36,192,110,576,101,219,244,607,cache_la_poudre,10,3
2228,276,36,95,54,765,102,220,244,616,cache_la_poudre,10,3
2228,290,29,60,27,1233,129,222,227,612,cache_la_poudre,10,3
2228,345,11,0,0,497,198,222,163,1832,cache_la_poudre,4,3
2228,346,32,212,120,589,143,172,156,272,cache_la_poudre,10,3
2228,359,39,480,71,685,134,139,120,930,cache_la_poudre,10,3
2229,50,36,175,97,1032,210,139,34,1571,cache_la_poudre,10,3
2229,96,17,150,78,1476,245,214,92,201,cache_la_poudre,3,3
2229,105,35,295,31,702,253,173,15,713,cache_la_poudre,6,3
2229,282,16,301,157,67,175,240,204,446,cache_la_poudre,2,3
2229,286,21,212,150,360,158,234,214,566,cache_la_poudre,10,3
2229,331,15,190,159,150,184,221,176,509,cache_la_poudre,2,3
2230,40,29,255,79,547,207,162,72,1660,cache_la_poudre,10,3
2230,59,35,192,69,677,222,145,28,466,cache_la_poudre,10,3
2230,68,29,240,168,162,235,170,47,361,cache_la_poudre,1,3
2230,282,33,134,88,708,112,220,238,558,cache_la_poudre,10,3
2230,287,32,247,149,1465,114,218,235,767,cache_la_poudre,10,3
2230,314,29,210,108,1050,131,203,206,1194,cache_la_poudre,10,3
2230,316,23,30,17,860,154,214,197,295,cache_la_poudre,10,3
2230,346,30,30,15,390,148,178,159,1158,cache_la_poudre,10,3
2231,6,46,124,70,674,123,109,90,524,cache_la_poudre,10,3
2231,103,29,30,2,960,253,190,44,957,cache_la_poudre,6,3
2231,224,36,469,188,511,151,246,210,876,cache_la_poudre,1,3
2231,290,26,242,-43,408,138,225,223,594,cache_la_poudre,10,3
2231,308,30,95,30,1172,126,206,213,560,cache_la_poudre,10,3
2231,323,24,192,51,1142,152,207,191,1173,cache_la_poudre,10,3
2231,331,34,234,122,1177,123,177,182,1124,cache_la_poudre,10,3
2231,333,36,182,101,934,115,169,179,474,cache_la_poudre,10,3
2231,343,21,30,-2,408,173,204,166,1068,cache_la_poudre,10,3
2232,13,32,301,209,458,171,157,107,309,cache_la_poudre,10,3
2232,78,30,323,34,713,242,170,36,721,cache_la_poudre,6,3
2232,246,8,309,165,534,205,246,179,247,cache_la_poudre,2,3
2232,286,27,270,148,1249,136,227,226,595,cache_la_poudre,1,3
2232,291,31,212,156,1405,121,218,230,940,cache_la_poudre,10,3
2232,294,27,384,129,531,133,221,222,451,cache_la_poudre,10,3
2232,313,32,108,52,1142,121,198,208,467,cache_la_poudre,10,3
2232,323,22,124,35,1123,159,212,190,382,cache_la_poudre,10,3
2232,325,26,42,17,366,146,201,189,1249,cache_la_poudre,10,3
2232,333,19,30,12,870,173,212,176,313,cache_la_poudre,10,3
2232,346,35,90,35,1544,132,162,154,942,cache_la_poudre,10,3
2232,349,23,134,-33,819,171,195,158,384,cache_la_poudre,10,3
2232,357,31,60,35,1140,156,168,138,607,cache_la_poudre,10,3
2233,23,22,150,43,1045,202,188,115,283,cache_la_poudre,10,3
2233,40,36,404,268,446,198,139,50,309,cache_la_poudre,10,3
2233,212,29,90,46,997,182,252,190,553,cache_la_poudre,1,3
2233,229,35,541,-96,595,146,246,216,890,cache_la_poudre,1,3
2233,267,32,323,95,630,124,234,239,1608,cache_la_poudre,10,3
2234,123,31,228,49,713,254,199,47,730,cache_la_poudre,6,3
2234,299,29,120,76,604,129,215,221,1527,cache_la_poudre,10,3
2234,326,23,212,62,1176,156,207,187,1116,cache_la_poudre,10,3
2235,31,32,297,84,514,193,154,77,1663,cache_la_poudre,10,3
2235,38,32,42,0,1433,201,152,65,808,cache_la_poudre,10,3
2235,240,29,564,-94,680,153,249,222,912,cache_la_poudre,1,3
2235,272,32,335,97,600,119,230,240,1638,cache_la_poudre,10,3
2235,288,28,190,69,875,132,224,227,458,cache_la_poudre,1,3
2235,303,34,108,60,1154,108,201,222,509,cache_la_poudre,10,3
2235,310,22,335,61,511,153,218,202,361,cache_la_poudre,6,3
2235,317,32,192,79,1132,120,194,205,780,cache_la_poudre,10,3
2235,324,30,134,77,1140,132,193,193,703,cache_la_poudre,10,3
2236,31,26,0,0,1415,203,173,93,830,cache_la_poudre,10,3
2236,77,13,30,-5,721,236,216,108,457,cache_la_poudre,10,3
2236,90,13,335,100,1276,239,219,109,711,cache_la_poudre,10,3
2236,105,17,30,9,806,247,216,91,400,cache_la_poudre,14,3
2236,295,27,218,168,446,134,221,222,379,cache_la_poudre,2,3
2236,345,30,30,20,376,146,177,159,1182,cache_la_poudre,10,3
2237,21,25,0,0,1299,195,178,109,663,cache_la_poudre,10,3
2237,27,33,153,107,1134,186,148,78,1541,cache_la_poudre,10,3
2237,123,32,95,39,934,254,198,46,912,cache_la_poudre,6,3
2237,237,35,127,61,691,136,243,227,722,cache_la_poudre,10,3
2237,319,25,127,74,618,147,208,197,1570,cache_la_poudre,10,3
2238,2,36,30,21,1170,146,147,120,408,cache_la_poudre,10,3
2238,10,33,272,190,443,166,155,110,335,cache_la_poudre,10,3
2238,298,21,234,54,1050,157,228,209,1266,cache_la_poudre,10,3
2239,16,7,0,0,870,214,226,148,421,cache_la_poudre,10,3
2239,47,39,192,82,924,202,129,0,1523,cache_la_poudre,10,3
2239,81,28,268,177,150,244,179,46,295,cache_la_poudre,2,3
2239,228,20,30,9,1113,186,254,199,524,cache_la_poudre,1,3
2239,288,24,362,148,499,148,230,219,342,cache_la_poudre,10,3
2239,308,32,175,97,666,118,202,215,516,cache_la_poudre,10,3
2239,315,27,67,25,865,140,207,202,258,cache_la_poudre,10,3
2239,321,23,67,19,636,156,211,192,1740,cache_la_poudre,10,3
2239,333,39,67,32,390,106,161,178,433,cache_la_poudre,10,3
2239,343,15,424,88,420,189,217,165,1681,cache_la_poudre,10,3
2239,355,30,60,42,1144,156,172,143,642,cache_la_poudre,10,3
2240,0,20,95,-25,853,186,198,146,382,cache_la_poudre,10,3
2240,3,34,466,83,618,155,156,123,752,cache_la_poudre,10,3
2240,15,20,60,15,541,198,195,129,1818,cache_la_poudre,10,3
2240,34,24,210,85,1544,209,180,96,150,cache_la_poudre,10,3
2240,83,18,42,13,785,242,206,86,408,cache_la_poudre,14,3
2240,112,19,234,43,153,249,216,87,277,cache_la_poudre,2,3
2240,298,29,124,83,577,127,216,222,1506,cache_la_poudre,10,3
2240,316,32,134,133,323,121,195,205,541,cache_la_poudre,10,3
2240,326,32,182,90,1142,126,187,191,765,cache_la_poudre,10,3
2240,330,31,150,4,1368,131,185,185,875,cache_la_poudre,10,3
2240,333,34,255,140,1187,125,176,179,1130,cache_la_poudre,10,3
2240,348,19,297,110,582,180,205,161,540,cache_la_poudre,10,3
2241,57,20,371,218,541,230,195,90,228,cache_la_poudre,2,3
2241,331,36,190,116,914,114,170,181,446,cache_la_poudre,10,3
2241,332,29,127,90,1172,139,189,182,1535,cache_la_poudre,10,3
2241,333,27,180,129,741,149,195,179,297,cache_la_poudre,10,3
2241,333,39,95,44,1518,106,161,177,960,cache_la_poudre,10,3
2241,337,19,300,157,1224,174,210,173,618,cache_la_poudre,6,3
2242,12,40,124,81,711,149,127,89,566,cache_la_poudre,10,3
2242,32,33,283,81,760,194,151,72,371,cache_la_poudre,10,3
2242,256,21,201,-32,417,166,247,217,552,cache_la_poudre,10,3
2242,291,43,67,37,1421,69,192,242,1034,cache_la_poudre,10,3
2242,295,30,124,75,1167,121,215,226,552,cache_la_poudre,10,3
2242,299,32,90,41,1201,114,209,225,589,cache_la_poudre,10,3
2242,317,23,210,130,782,154,214,197,300,cache_la_poudre,10,3
2242,341,39,210,104,977,113,154,162,495,cache_la_poudre,10,3
2242,357,35,450,85,684,146,157,133,864,cache_la_poudre,10,3
2243,0,35,454,86,649,147,152,126,808,cache_la_poudre,10,3
2243,18,22,180,53,1064,196,187,120,258,cache_la_poudre,10,3
2243,20,37,150,95,1298,169,138,82,1332,cache_la_poudre,10,3
2243,30,29,277,94,518,198,164,86,1640,cache_la_poudre,10,3
2243,34,25,335,220,499,206,175,92,268,cache_la_poudre,10,3
2243,287,28,134,77,1159,130,224,228,638,cache_la_poudre,10,3
2243,290,27,162,77,904,133,224,225,474,cache_la_poudre,1,3
2243,308,15,324,159,480,177,229,192,488,cache_la_poudre,10,3
2243,308,24,228,163,474,147,217,206,371,cache_la_poudre,2,3
2243,325,29,124,42,1170,136,195,192,569,cache_la_poudre,10,3
2243,328,35,134,99,1168,118,178,188,1521,cache_la_poudre,10,3
2243,356,34,459,86,633,147,160,136,780,cache_la_poudre,10,3
2244,2,25,30,13,1165,177,185,138,543,cache_la_poudre,10,3
2244,6,27,150,104,1153,175,175,127,1537,cache_la_poudre,10,3
2244,22,24,295,108,1279,198,182,111,700,cache_la_poudre,10,3
2244,301,30,295,172,1380,123,211,221,750,cache_la_poudre,10,3
2244,305,17,268,91,1153,171,229,197,691,cache_la_poudre,6,3
2244,308,27,335,203,404,135,211,210,764,cache_la_poudre,10,3
2244,332,37,295,144,540,113,168,180,350,cache_la_poudre,10,3
2244,357,33,201,133,636,150,161,134,242,cache_la_poudre,10,3
2245,4,21,0,0,1325,187,195,140,696,cache_la_poudre,10,3
2245,10,32,509,162,560,169,159,112,618,cache_la_poudre,10,3
2245,256,29,408,107,510,141,243,231,1723,cache_la_poudre,10,3
2245,302,23,446,106,450,150,222,210,1747,cache_la_poudre,10,3
2245,309,23,150,93,591,151,218,204,1549,cache_la_poudre,10,3
2245,325,31,108,38,371,127,189,192,474,cache_la_poudre,10,3
2245,329,22,67,-20,859,160,207,183,404,cache_la_poudre,10,3
2246,4,32,459,89,757,162,162,124,1006,cache_la_poudre,10,3
2246,16,33,339,163,421,174,155,100,594,cache_la_poudre,10,3
2246,109,21,30,8,828,251,211,78,450,cache_la_poudre,14,3
2246,298,18,323,155,510,167,231,203,323,cache_la_poudre,10,3
2246,306,25,285,132,960,143,216,210,1289,cache_la_poudre,10,3
2246,321,26,323,85,750,145,205,195,518,cache_la_poudre,10,3
2246,332,22,255,64,1020,164,207,179,1291,cache_la_poudre,10,3
2246,335,28,85,48,870,145,189,176,277,cache_la_poudre,10,3
2246,340,34,60,25,1200,130,170,165,390,cache_la_poudre,10,3
2246,342,40,150,93,1341,110,148,156,1205,cache_la_poudre,10,3
2247,25,14,228,73,618,212,208,130,469,cache_la_poudre,6,3
2247,38,22,212,67,1532,215,187,98,134,cache_la_poudre,10,3
2247,98,27,42,19,1567,252,191,49,285,cache_la_poudre,3,3
2247,99,34,67,33,1410,252,173,20,708,cache_la_poudre,4,3
2247,296,24,134,70,511,144,224,216,1380,cache_la_poudre,10,3
2247,316,25,85,31,664,145,209,199,1723,cache_la_poudre,10,3
2247,335,16,418,40,390,181,216,173,1664,cache_la_poudre,10,3
2247,341,22,458,105,792,169,202,168,1008,cache_la_poudre,10,3
2247,356,34,497,90,579,148,160,136,671,cache_la_poudre,10,3
2248,12,35,297,173,781,163,148,103,330,cache_la_poudre,10,3
2248,270,27,134,74,722,139,237,231,573,cache_la_poudre,6,3
2248,303,31,95,37,1342,120,208,220,691,cache_la_poudre,10,3
2248,329,26,0,0,891,150,200,184,745,cache_la_poudre,10,3
2248,333,31,120,12,1376,133,183,180,864,cache_la_poudre,10,3
2248,343,26,180,61,1134,157,190,165,319,cache_la_poudre,10,3
2249,24,30,488,165,553,189,161,92,592,cache_la_poudre,10,3
2249,49,20,390,42,390,224,194,96,1639,cache_la_poudre,10,3
2249,57,22,30,14,1513,229,187,81,902,cache_la_poudre,10,3
2249,223,36,525,-80,616,152,246,209,875,cache_la_poudre,1,3
2249,293,25,234,131,573,144,226,219,573,cache_la_poudre,10,3
2249,294,8,301,187,95,197,238,181,391,cache_la_poudre,2,3
2249,342,41,150,105,1188,106,144,156,1471,cache_la_poudre,10,3
2249,346,24,175,114,1050,167,195,162,698,cache_la_poudre,6,3
2249,351,35,42,26,540,139,159,144,579,cache_la_poudre,10,3
2249,355,26,216,152,495,167,183,147,395,cache_la_poudre,2,3
2250,270,26,150,76,703,143,238,229,553,cache_la_poudre,6,3
2250,271,18,30,5,480,168,243,212,1717,cache_la_poudre,4,3
2250,310,17,0,0,362,171,226,194,767,cache_la_poudre,16,3
2250,321,15,42,8,875,181,224,183,430,cache_la_poudre,10,3
2250,346,32,182,138,711,142,172,157,258,cache_la_poudre,10,3
2251,1,31,90,54,1170,159,164,129,633,cache_la_poudre,10,3
2251,2,34,67,46,540,152,154,123,600,cache_la_poudre,10,3
2251,8,22,0,0,1528,189,191,134,994,cache_la_poudre,10,3
2251,14,8,0,0,841,213,224,148,495,cache_la_poudre,10,3
2251,45,9,0,0,488,223,220,132,558,cache_la_poudre,10,3
2251,52,35,134,90,708,214,144,36,666,cache_la_poudre,10,3
2251,107,15,85,12,150,244,221,103,845,cache_la_poudre,3,3
2251,112,24,30,13,1020,252,207,68,966,cache_la_poudre,6,3
2251,243,32,551,-78,700,141,245,228,899,cache_la_poudre,1,3
2251,295,21,30,6,366,155,229,212,824,cache_la_poudre,16,3
2251,350,15,330,116,1218,192,214,159,661,cache_la_poudre,6,3
2252,36,30,319,103,484,202,159,74,1645,cache_la_poudre,10,3
2252,268,16,342,157,480,176,244,206,509,cache_la_poudre,10,3
2252,305,49,85,62,1421,46,159,225,1047,cache_la_poudre,10,3
2252,313,28,85,41,882,135,207,206,234,cache_la_poudre,10,3
2252,331,14,242,163,503,185,221,175,365,cache_la_poudre,2,3
2252,337,17,335,14,531,180,215,172,384,cache_la_poudre,6,3
2252,337,25,255,80,1150,155,196,174,1128,cache_la_poudre,10,3
2252,345,19,297,173,420,179,206,163,553,cache_la_poudre,10,3
2252,347,32,319,165,510,145,172,154,426,cache_la_poudre,10,3
2252,358,18,350,163,510,190,205,150,467,cache_la_poudre,10,3
2252,359,19,242,43,616,187,201,148,467,cache_la_poudre,6,3
2253,34,16,30,2,531,216,204,119,600,cache_la_poudre,10,3
2253,275,27,395,213,446,139,235,229,807,cache_la_poudre,10,3
2253,286,32,285,172,1463,118,220,234,808,cache_la_poudre,10,3
2253,301,32,90,43,834,115,206,223,666,cache_la_poudre,10,3
2253,327,29,42,20,1401,137,194,189,849,cache_la_poudre,10,3
2253,358,36,108,56,1170,143,152,130,604,cache_la_poudre,10,3
2254,107,34,124,54,1690,254,179,23,108,cache_la_poudre,3,3
2254,275,25,361,124,595,145,236,226,514,cache_la_poudre,10,3
2254,297,19,256,186,485,165,231,205,342,cache_la_poudre,2,3
2254,341,37,300,155,571,118,158,162,309,cache_la_poudre,10,3
2254,348,39,240,129,1041,119,146,145,1200,cache_la_poudre,10,3
2254,359,9,30,0,384,206,223,155,446,cache_la_poudre,10,3
2255,4,42,120,58,1557,130,124,104,949,cache_la_poudre,10,3
2255,6,21,277,207,470,188,193,138,323,cache_la_poudre,2,3
2255,13,34,324,94,785,167,151,102,335,cache_la_poudre,10,3
2255,15,23,42,12,658,193,185,122,582,cache_la_poudre,10,3
2255,21,31,272,-10,840,184,160,96,285,cache_la_poudre,10,3
2255,22,32,182,115,1110,182,154,91,1557,cache_la_poudre,10,3
2255,47,10,256,158,532,224,218,128,361,cache_la_poudre,2,3
2255,51,35,268,94,765,213,144,37,379,cache_la_poudre,10,3
2255,110,34,67,26,990,254,182,26,914,cache_la_poudre,6,3
2255,264,19,60,8,484,169,245,214,1771,cache_la_poudre,4,3
2255,307,17,0,0,480,171,227,196,1691,cache_la_poudre,4,3
2255,312,23,182,-36,1266,151,216,202,981,cache_la_poudre,10,3
2255,324,33,190,103,1168,122,186,194,743,cache_la_poudre,10,3
2255,329,36,309,163,540,113,172,185,366,cache_la_poudre,10,3
2255,341,28,150,65,942,151,186,167,1398,cache_la_poudre,10,3
2255,350,41,180,111,1199,116,138,137,1423,cache_la_poudre,10,3
2256,13,24,30,12,1201,190,184,124,511,cache_la_poudre,10,3
2256,90,44,301,-33,633,240,132,0,488,cache_la_poudre,1,3
2256,138,21,153,76,1588,246,228,100,85,cache_la_poudre,3,3
2256,242,35,150,80,708,132,243,230,721,cache_la_poudre,6,3
2256,327,20,240,-35,1194,167,213,184,1060,cache_la_poudre,10,3
2256,338,11,30,1,811,196,225,167,503,cache_la_poudre,10,3
2256,359,19,0,0,864,188,202,149,516,cache_la_poudre,10,3
2257,11,24,384,19,488,186,183,125,350,cache_la_poudre,6,3
2257,45,40,228,125,984,198,125,29,1518,cache_la_poudre,10,3
2257,48,29,382,174,454,216,163,62,595,cache_la_poudre,10,3
2257,292,33,85,41,752,113,214,232,1615,cache_la_poudre,10,3
2257,312,28,295,96,759,133,206,208,547,cache_la_poudre,10,3
2257,315,26,95,48,916,141,208,202,228,cache_la_poudre,10,3
2257,317,15,216,143,537,179,225,186,319,cache_la_poudre,6,3
2257,324,17,60,10,845,176,220,183,437,cache_la_poudre,10,3
2257,328,30,150,85,540,133,189,187,510,cache_la_poudre,2,3
2257,331,26,247,137,1020,152,198,181,1213,cache_la_poudre,10,3
2257,331,28,108,34,589,145,194,182,1806,cache_la_poudre,10,3
2257,337,38,60,40,1200,111,159,170,402,cache_la_poudre,10,3
2257,355,31,85,30,1176,154,169,141,661,cache_la_poudre,10,3
2258,30,19,30,7,511,211,196,116,576,cache_la_poudre,10,3
2258,41,14,90,18,1476,221,208,119,920,cache_la_poudre,1,3
2258,113,16,108,19,170,245,222,101,860,cache_la_poudre,3,3
2258,119,18,127,23,192,248,222,95,793,cache_la_poudre,3,3
2258,282,36,309,173,1489,100,215,242,860,cache_la_poudre,10,3
2258,305,37,150,75,1173,98,193,222,426,cache_la_poudre,10,3
2258,333,37,218,128,937,111,166,179,437,cache_la_poudre,10,3
2258,340,33,60,21,382,131,171,167,1008,cache_la_poudre,10,3
2259,215,24,67,29,1087,189,254,191,503,cache_la_poudre,1,3
2259,227,34,492,-70,552,152,247,213,841,cache_la_poudre,1,3
2259,334,15,30,3,874,185,219,173,450,cache_la_poudre,10,3
2259,341,34,258,134,1110,130,168,164,1180,cache_la_poudre,10,3
2259,347,33,201,147,685,139,168,154,228,cache_la_poudre,10,3
2260,24,28,297,100,488,192,168,99,1621,cache_la_poudre,10,3
2260,47,28,30,24,1376,217,168,69,866,cache_la_poudre,10,3
2260,180,17,30,8,361,224,248,151,433,cache_la_poudre,10,3
2260,284,29,124,50,824,130,227,230,708,cache_la_poudre,10,3
2260,292,33,60,25,1291,113,213,231,677,cache_la_poudre,10,3
2260,303,29,30,22,870,129,212,217,726,cache_la_poudre,10,3
2260,307,18,309,135,551,167,226,198,362,cache_la_poudre,6,3
2260,330,15,42,9,812,182,220,177,474,cache_la_poudre,10,3
2260,344,26,30,12,1371,158,190,164,883,cache_la_poudre,10,3
2260,346,34,256,109,1082,135,164,154,573,cache_la_poudre,10,3
2261,16,15,277,109,649,206,208,137,601,cache_la_poudre,6,3
2261,18,32,247,136,1024,179,157,98,1206,cache_la_poudre,10,3
2261,52,21,228,81,1510,226,191,89,120,cache_la_poudre,10,3
2261,68,38,300,-28,649,228,137,0,469,cache_la_poudre,10,3
2261,319,28,108,51,892,137,201,198,228,cache_la_poudre,10,3
2261,349,17,324,95,1214,187,211,160,703,cache_la_poudre,6,3
2261,353,27,324,165,1222,163,182,150,1150,cache_la_poudre,10,3
2262,32,30,270,150,849,198,161,81,295,cache_la_poudre,10,3
2262,78,24,404,178,484,243,188,61,576,cache_la_poudre,10,3
2262,91,27,85,34,1595,249,186,47,268,cache_la_poudre,3,3
2262,124,19,162,82,1577,248,223,95,67,cache_la_poudre,3,3
2262,209,23,90,46,1055,197,254,183,541,cache_la_poudre,1,3
2262,301,25,366,127,558,142,220,214,408,cache_la_poudre,6,3
2262,308,31,90,52,860,122,204,215,649,cache_la_poudre,10,3
2262,339,37,162,118,1146,118,161,166,1493,cache_la_poudre,10,3
2262,347,29,210,72,1129,153,181,158,277,cache_la_poudre,10,3
2262,354,35,430,105,659,141,157,139,769,cache_la_poudre,10,3
2263,2,17,60,5,404,194,206,146,467,cache_la_poudre,10,3
2263,37,36,30,24,1465,195,140,55,983,cache_la_poudre,10,3
2263,241,10,150,25,390,202,248,184,511,cache_la_poudre,10,3
2263,285,35,175,97,1198,105,215,238,636,cache_la_poudre,10,3
2263,330,16,30,8,781,180,219,177,513,cache_la_poudre,10,3
2263,333,22,124,35,553,163,205,178,1848,cache_la_poudre,10,3
2263,337,11,285,208,497,196,225,168,313,cache_la_poudre,2,3
2263,340,21,228,54,636,172,205,170,488,cache_la_poudre,6,3
2263,354,32,216,152,674,149,165,141,218,cache_la_poudre,10,3
2264,15,36,162,103,752,166,144,94,558,cache_la_poudre,10,3
2264,23,23,30,7,1548,200,185,113,1057,cache_la_poudre,10,3
2264,25,37,330,-25,642,175,135,71,426,cache_la_poudre,10,3
2264,48,33,330,192,573,212,152,51,277,cache_la_poudre,10,3
2264,172,42,150,66,853,208,218,99,875,cache_la_poudre,6,3
2264,309,22,330,191,1477,154,219,203,953,cache_la_poudre,10,3
2264,320,36,124,52,1374,108,182,201,1057,cache_la_poudre,10,3
2264,326,20,0,0,480,168,214,184,1664,cache_la_poudre,4,3
2264,326,32,30,26,474,126,187,191,361,cache_la_poudre,10,3
2264,332,15,339,185,450,184,220,175,552,cache_la_poudre,10,3
2264,333,20,391,175,540,169,209,178,469,cache_la_poudre,10,3
2264,351,28,210,74,1153,160,181,151,300,cache_la_poudre,10,3
2264,351,42,180,108,1338,115,136,136,1187,cache_la_poudre,10,3
2265,2,16,212,102,541,195,207,148,1572,cache_la_poudre,10,3
2265,98,18,150,39,212,247,211,86,767,cache_la_poudre,3,3
2265,301,26,120,55,849,139,219,215,691,cache_la_poudre,10,3
2265,306,21,437,58,360,157,222,204,1673,cache_la_poudre,10,3
2265,323,32,60,36,886,124,189,195,566,cache_la_poudre,10,3
2265,336,43,124,68,1504,94,146,168,984,cache_la_poudre,10,3
2266,0,25,162,100,1045,175,185,140,738,cache_la_poudre,6,3
2266,52,33,150,105,732,216,150,44,642,cache_la_poudre,10,3
2266,131,24,30,10,1366,250,219,83,510,cache_la_poudre,3,3
2266,249,30,162,56,750,141,244,231,750,cache_la_poudre,6,3
2266,282,32,67,28,806,117,223,236,661,cache_la_poudre,10,3
2266,289,27,210,86,883,136,225,224,510,cache_la_poudre,1,3
2266,298,32,95,59,792,117,210,225,1573,cache_la_poudre,10,3
2266,303,26,153,-25,1273,139,217,214,969,cache_la_poudre,10,3
2266,328,17,30,8,750,175,217,180,552,cache_la_poudre,10,3
2266,339,21,342,28,531,170,204,170,391,cache_la_poudre,6,3
2267,3,37,150,85,1400,146,144,115,1103,cache_la_poudre,10,3
2267,10,27,150,70,1620,179,174,121,886,cache_la_poudre,10,3
2267,118,28,42,20,807,254,202,55,511,cache_la_poudre,4,3
2267,245,30,170,91,684,146,247,227,691,cache_la_poudre,6,3
2267,270,25,382,115,616,147,239,227,518,cache_la_poudre,6,3
2268,78,22,268,88,1471,242,195,73,153,cache_la_poudre,3,3
2268,129,34,150,88,1613,252,199,46,30,cache_la_poudre,3,3
2268,130,21,42,10,807,249,223,92,589,cache_la_poudre,4,3
2268,148,35,190,70,800,241,213,69,819,cache_la_poudre,6,3
2268,290,26,277,87,1054,139,226,223,1235,cache_la_poudre,10,3
2268,311,38,150,93,1195,95,185,216,511,cache_la_poudre,10,3
2268,345,39,180,115,1318,117,149,151,1215,cache_la_poudre,10,3
2268,354,30,120,71,1201,156,173,144,674,cache_la_poudre,10,3
2269,59,36,67,53,1260,221,142,24,516,cache_la_poudre,4,3
2269,108,25,42,14,816,253,201,60,547,cache_la_poudre,4,3
2269,244,34,537,-60,721,133,242,232,886,cache_la_poudre,1,3
2269,277,30,365,131,691,125,229,235,1541,cache_la_poudre,10,3
2269,279,25,492,131,454,144,234,226,1776,cache_la_poudre,10,3
2269,306,32,277,-28,469,119,204,217,618,cache_la_poudre,10,3
2269,307,27,150,72,886,136,212,211,1465,cache_la_poudre,10,3
2269,309,21,301,159,960,157,221,202,1277,cache_la_poudre,10,3
2269,319,18,402,188,1262,170,220,189,1177,cache_la_poudre,10,3
2269,321,9,283,59,732,197,231,174,666,cache_la_poudre,6,3
2269,323,23,277,147,990,154,209,191,1243,cache_la_poudre,10,3
2270,11,26,67,27,680,183,179,124,577,cache_la_poudre,10,3
2270,31,39,30,18,1464,180,128,55,1006,cache_la_poudre,10,3
2270,60,19,201,90,1538,231,197,90,90,cache_la_poudre,10,3
2270,93,20,67,32,764,247,206,79,484,cache_la_poudre,4,3
2270,124,17,30,4,722,247,225,100,664,cache_la_poudre,4,3
2270,129,28,228,72,779,252,211,67,794,cache_la_poudre,6,3
2270,218,23,95,39,1061,189,254,193,513,cache_la_poudre,1,3
2270,283,31,60,32,828,119,223,235,684,cache_la_poudre,10,3
2270,291,15,0,0,1110,177,236,199,335,cache_la_poudre,1,3
2270,293,29,331,186,1276,126,219,226,721,cache_la_poudre,6,3
2270,305,34,108,63,300,107,199,221,1282,cache_la_poudre,10,3
2270,312,28,30,22,891,135,207,207,750,cache_la_poudre,10,3
2270,324,35,67,40,382,114,181,194,966,cache_la_poudre,10,3
2270,354,35,270,145,1001,142,158,138,1231,cache_la_poudre,10,3
2271,1,21,366,33,509,185,196,143,376,cache_la_poudre,6,3
2271,7,11,0,0,633,207,218,148,541,cache_la_poudre,10,3
2271,25,27,210,66,1018,195,170,98,190,cache_la_poudre,10,3
2271,28,23,60,35,1366,203,182,105,874,cache_la_poudre,10,3
2271,35,25,446,185,543,209,178,92,541,cache_la_poudre,6,3
2271,53,24,42,17,361,226,182,77,1694,cache_la_poudre,6,3
2271,273,29,379,133,631,132,233,234,1600,cache_la_poudre,10,3
2271,301,19,430,64,330,164,228,203,1657,cache_la_poudre,10,3
2271,308,22,175,112,510,153,220,204,1487,cache_la_poudre,10,3
2271,310,20,95,24,819,162,222,198,418,cache_la_poudre,10,3
2271,323,21,331,195,1450,163,214,188,981,cache_la_poudre,10,3
2271,353,28,90,53,323,161,179,147,1148,cache_la_poudre,10,3
2272,13,25,0,0,1385,187,179,120,755,cache_la_poudre,10,3
2272,51,3,382,193,481,221,232,148,553,cache_la_poudre,6,3
2272,102,15,30,6,1224,244,219,100,659,cache_la_poudre,3,3
2272,122,15,30,6,680,244,227,109,702,cache_la_poudre,4,3
2272,302,24,379,229,467,148,222,211,745,cache_la_poudre,10,3
